"UnitNumber","abff","changetime","opmode","floor"
"D6N36116","1","1,766,045,110","HAD","0"
"F8N1FWH6","1","1,766,045,066","DCP","2"
"F8N1SEA9","1","1,766,045,280","DCP","1"
"D6N52019","1","1,766,045,304","ESB","1"
"F8S57A78","1","1,766,045,228","NAV","32"
"R2N2T095","1","1,766,045,127","HAD","33"
"F8S54A43","1","1,766,045,272","DCP","15"
"R2N38069","1","1,766,045,228","HAD","24"
"D6N53922","1","1,766,045,252","DCP","0"
"R2N5Z585","1","1,766,045,284","DTC","22"
"R2N0CF18","1","1,766,043,535","ESB","1"
"R2N4A115","1","1,766,043,632","DCP","2"
"F8N42M89","1","1,766,043,796","DCP","28"
"R2NG1778","1","1,766,043,763","ESB","2"
"R2N0Z983","1","1,766,043,836","DTC","2"
"R2N7Y038","1","1,766,043,808","DTC","0"
"R2N03U02","1","1,766,043,888","",""
"R2N6C481","1","1,766,043,845","ESB","10"
"R2N0HK03","1","1,766,043,617","DCP","6"
"F8N0TJN4","1","1,766,043,749","DCP","24"
"F8N0SMY8","1","1,766,043,655","NAV","6"
"D6N68453","1","1,766,043,648","HAD","3"
"R2N04H72","1","1,766,043,721","HAD","1"
"R2N8D813","1","1,766,043,818","ESB","1"
"R2N03T86","1","1,766,043,887","",""
"F8N5N547","1","1,766,043,598","DCP","5"
"R2NV2560","1","1,766,043,631","COR","29"
"D6N55350","1","1,766,043,854","DTC","22"
"F8N1AUU4","1","1,766,043,875","ESB","1"
"F8S11A13","1","1,766,043,802","ESB","4"
"D6N01J53","1","1,766,043,693","DCP","0"
"F8N79W37","1","1,766,043,736","ESB","1"
"F8N0NNP0","1","1,766,043,566","DCP","24"
"R2N1N717","1","1,766,043,663","ESB","2"
"R2N1N964","1","1,766,043,801","ESB","2"
"R2N03U09","1","1,766,043,888","",""
"D6NJ9497","1","1,766,043,745","HAD","1"
"F8N0TMU4","1","1,766,043,598","DCP","2"
"F8N16Z66","1","1,765,979,947","NAV","12"
"F8N1LCS0","1","1,765,979,772","DCP","5"
"F8N0JXY5","1","1,765,980,175","ESB","14"
"R2N9G945","1","1,765,979,773","DCP","12"
"D7K00D50","1","1,765,980,014","HAD","4"
"R2N7Y038","1","1,765,980,392","DTC","0"
"F8N1RUY1","1","1,765,980,356","DTC","0"
"R2N5K920","1","1,765,980,369","NAV","2"
"F8NGJ814","1","1,765,980,064","ESB","2"
"R2N0JU55","1","1,765,980,045","NAV","3"
"R2NU6514","1","1,765,979,848","NAV","1"
"R2N7D247","1","1,765,979,877","DCP","2"
"F8N0GGG9","1","1,765,979,900","DCP","1"
"R2N2Z988","1","1,765,979,929","DCP","1"
"R2NV6202","1","1,765,980,456","",""
"F8N1UYY9","1","1,765,980,180","HAD","3"
"R2N5K920","1","1,765,979,914","NAV","2"
"R2N6E649","1","1,765,980,153","",""
"F8N4E335","1","1,765,980,094","ESB","1"
"N8S01B68","1","1,765,979,845","HAD","8"
"R2N02Y96","1","1,765,980,007","HAD","1"
"R2N02O29","1","1,765,980,064","",""
"R2S02M65","1","1,765,980,122","DTC","5"
"D6NI1933","1","1,765,979,957","DCP","24"
"R2N9X059","1","1,765,980,088","HAD","1"
"R2K02J80","1","1,765,979,993","DCP","2"
"R2NJ5568","1","1,765,980,089","DCP","3"
"F9K01370","1","1,765,980,176","DTC","4"
"R2NV6202","1","1,765,980,260","NAV","1"
"R2N0JU55","1","1,765,980,273","NAV","3"
"R2NV6202","1","1,765,980,067","NAV","1"
"R2N1K592","1","1,765,979,997","DTC","1"
"R2N8R285","1","1,765,980,182","DTC","1"
"F8N80839","1","1,765,980,256","DCP","14"
"F8N59Y19","1","1,765,980,207","NAV","0"
"R2N8Y355","1","1,765,980,136","DTC","8"
"R2N07L73","1","1,765,980,379","ESB","2"
"D6N67084","1","1,765,980,289","DCP","17"
"R2S02M73","1","1,765,980,186","DTC","8"
"R2N7Y259","1","1,765,980,144","NAV","1"
"R2K01M67","1","1,765,979,895","NAV","0"
"R2N02O24","1","1,765,980,450","DTC","0"
"R2N5K920","1","1,765,982,124","NAV","2"
"R2N7Y038","1","1,765,982,236","DTC","0"
"F8N9H214","1","1,765,982,031","DCP","2"
"F8NHE172","1","1,765,982,121","ESB","2"
"D6K0A943","1","1,765,982,106","DTC","1"
"D6N64208","1","1,765,982,193","DTC","2"
"F8N36726","1","1,765,982,242","DTC","9"
"R2N4M671","1","1,765,982,150","PFO","2"
"R2NV6202","1","1,765,982,320","NAV","1"
"R2NV6202","1","1,765,982,175","NAV","1"
"F8N80839","1","1,765,982,273","DCP","2"
"R2N8R619","1","1,765,982,064","DCP","8"
"R2N9S480","1","1,765,982,069","DCP","3"
"R2N08U47","1","1,765,982,205","DCP","1"
"R2N9X068","1","1,765,982,392","NAV","19"
"D6K0A943","1","1,765,982,333","DTC","1"
"R2N0JU55","1","1,765,982,292","NAV","3"
"R2N27547","1","1,765,982,225","NAV","11"
"N8S00C67","1","1,765,982,091","DCP","15"
"R2N5K920","1","1,765,982,458","NAV","2"
"F8S06A54","1","1,765,982,220","DCP","8"
"R2N4X817","1","1,765,982,573","ESB","1"
"R2N7Y038","1","1,765,982,636","DTC","0"
"R2N2S006","1","1,765,982,150","ESB","1"
"R2N1K007","1","1,765,982,688","DCP","5"
"R2N6Y016","1","1,765,982,271","DCP","2"
"F8N0JXY6","1","1,765,982,879","ESB","14"
"R2N1X724","1","1,765,982,369","DTC","1"
"R2NJ0957","1","1,765,982,321","HAD","2"
"N8S00C67","1","1,765,982,091","DCP","15"
"N8S00T28","1","1,765,983,083","HAD","9"
"R2N7D278","1","1,765,982,378","DCP","0"
"R2N4W355","1","1,765,982,397","DTC","19"
"79NN3470","1","1,765,982,394","HAD","1"
"D6N54859","1","1,765,982,867","NAV","12"
"F9K02283","1","1,765,982,678","DTC","0"
"R2N0JU55","1","1,765,982,512","NAV","3"
"R2N7D247","1","1,765,983,133","DCP","3"
"R2NV6202","1","1,765,982,688","NAV","1"
"R2N02160","1","1,765,982,745","ESB","4"
"R2N5K920","1","1,765,983,109","NAV","2"
"R2N0JU55","1","1,765,982,675","NAV","3"
"F8N0XNJ9","1","1,765,983,165","DTC","4"
"R2NT4223","1","1,765,982,029","DCP","8"
"R2N6N110","1","1,765,982,413","NAV","2"
"F8N0SFL9","1","1,765,982,748","ESB","1"
"R2N8R285","1","1,765,982,791","DTC","1"
"F8S01B89","1","1,765,982,595","HAD","5"
"R2N5K920","1","1,765,982,646","NAV","2"
"R2NV5817","1","1,765,982,791","DCP","35"
"R2NV1490","1","1,765,982,468","DCP","2"
"R2N0JU55","1","1,765,982,901","NAV","3"
"R2NJ0961","1","1,765,982,273","HAD","2"
"F8N1HYJ0","1","1,765,982,630","NAV","7"
"R2NV6202","1","1,765,982,800","NAV","1"
"D6K00H80","1","1,766,055,495","ESB","2"
"R2N4N813","1","1,766,055,309","DCP","5"
"F9K00175","1","1,766,055,416","DTC","0"
"D6NH0066","1","1,766,055,532","DBF","1"
"R2N7Z757","1","1,766,051,792","DCP","7"
"D6N51084","1","1,766,055,455","ESB","0"
"D6N01I16","1","1,766,055,486","NAV","6"
"R2N08O23","1","1,766,055,352","DCP","3"
"F8N32U37","1","1,766,055,488","NAV","6"
"F8N1XFC8","1","1,766,055,548","",""
"R2N83780","1","1,766,055,632","DTC","19"
"F8N1XFD3","1","1,766,055,551","",""
"F8N1UYB1","1","1,766,055,399","HAD","1"
"N8S00V14","1","1,766,055,592","HAD","1"
"F8N0KZA7","1","1,766,055,328","HAD","9"
"D6NF6024","1","1,766,055,497","DTC","24"
"F8N0NEL8","1","1,766,055,345","DCP","30"
"F8N1XFC6","1","1,766,055,545","",""
"R2N5K920","1","1,766,055,603","IDL","2"
"F8S55A24","1","1,766,055,511","NAV","1"
"F9K02283","1","1,766,055,568","DTC","0"
"F8N47U38","1","1,766,055,683","DCP","5"
"R2N2G531","1","1,766,055,371","HAD","1"
"R2N8Y037","1","1,766,055,371","DCP","17"
"R2N1U925","1","1,766,055,304","DCP","2"
"F8N1MFE7","1","1,766,055,458","DCP","13"
"D6NF6024","1","1,766,055,727","DTC","22"
"R2NQ0274","1","1,766,055,612","ESB","1"
"F8N1XFD7","1","1,766,055,557","",""
"F8N1EXE7","1","1,766,055,428","DCP","4"
"R2N8X710","1","1,766,055,397","DCP","2"
"F8N1XFC7","1","1,766,055,547","",""
"R2N3G020","1","1,766,055,367","DCP","23"
"R2NP9257","1","1,766,055,422","DCP","2"
"F8S70B32","1","1,766,055,494","COR","255"
"F8N0NEF0","1","1,766,055,549","",""
"F8N6C411","1","1,766,055,656","DCP","1"
"F8N1XFD1","1","1,766,055,552","",""
"F8N1XFD2","1","1,766,055,552","",""
"D7N01874","1","1,766,055,449","DCP","5"
"D6N62131","1","1,766,055,617","DTC","1"
"N8S01F88","1","1,766,055,547","NAV","9"
"R2N01A33","1","1,766,055,741","DCP","0"
"F8N53445","1","1,766,055,544","ESB","1"
"R2N8S086","1","1,766,055,616","DTC","18"
"R2N3N523","1","1,766,055,656","NOR","2"
"F8N1JKH4","1","1,766,055,526","HAD","0"
"R2S05253","1","1,766,055,781","HAD","1"
"F8N0WZX5","1","1,766,055,781","",""
"R2N0Z252","1","1,766,055,441","DCP","2"
"R2N7Z757","1","1,766,051,792","DCP","7"
"F8NKT519","1","1,766,055,902","DTC","6"
"F8N61T53","1","1,766,055,577","DCP","20"
"F8N0RJY0","1","1,766,055,640","DCP","26"
"R2N9U075","1","1,766,055,603","DCP","2"
"R2N0AD85","1","1,766,055,368","DCP","6"
"D6NJ8058","1","1,766,055,702","NAV","27"
"R2N40231","1","1,766,055,451","DCP","25"
"R2N2U136","1","1,766,055,534","NAV","255"
"R2N49991","1","1,766,055,638","DTC","9"
"F8N47U38","1","1,766,055,829","DCP","0"
"D6S00K81","1","1,766,055,575","DTC","4"
"R2N1P305","1","1,766,055,681","DTC","1"
"R2N6P802","1","1,766,055,728","ESB","14"
"F8N0PZC5","1","1,766,055,852","DCP","2"
"F8K43A26","1","1,766,055,696","ESB","1"
"R2N6P941","1","1,766,055,494","DCP","1"
"R2NO9175","1","1,766,055,879","HAD","11"
"R2NV4762","1","1,766,055,725","DTC","13"
"R2NV5816","1","1,766,055,774","DTC","41"
"R2N3G020","1","1,766,055,669","DCP","23"
"R2NV5814","1","1,766,055,622","ESB","1"
"R2N8R513","1","1,766,056,025","DCP","4"
"D6NM9479","1","1,766,055,612","DTC","10"
"D6N43637","1","1,766,055,633","DCP","1"
"F8N1RLJ1","1","1,766,055,912","",""
"F8N1FJM1","1","1,766,055,653","DCP","3"
"F8N0CTY7","1","1,766,055,770","NAV","0"
"F8S46B07","1","1,766,055,694","NAV","4"
"N8S01P89","1","1,766,055,690","NAV","0"
"R2N7Y038","1","1,766,056,222","DTC","0"
"F8N1LEC7","1","1,766,055,718","DCP","27"
"R2N38557","1","1,766,055,772","DCP","1"
"F8N2B740","1","1,766,056,037","DCP","12"
"F8N97C60","1","1,766,055,879","DCP","10"
"R2N5K920","1","1,766,056,291","IDL","2"
"F8N1FHX7","1","1,766,055,624","DCP","4"
"R2NA3324","1","1,766,055,731","DCP","7"
"R2N4S274","1","1,766,055,733","DCP","2"
"F8N94323","1","1,766,055,871","DTC","8"
"R2N5K920","1","1,766,056,019","IDL","2"
"F8N1KBZ6","1","1,766,050,501","",""
"F8N1FWZ9","1","1,766,050,284","DCP","0"
"R2N4A103","1","1,766,050,441","ESB","2"
"R2N3W592","1","1,766,050,329","DCP","0"
"D6N45461","1","1,766,050,616","",""
"D6N66902","1","1,766,050,310","DCP","0"
"D6N02K58","1","1,766,050,476","DCP","0"
"R2N5W266","1","1,766,050,395","DCP","3"
"F8N0WLG9","1","1,766,050,435","DCP","2"
"R2N5T537","1","1,766,050,616","",""
"D6N62131","1","1,766,048,803","DTC","1"
"R2NU9772","1","1,766,050,542","ESB","1"
"F8N1AUH0","1","1,766,050,401","DCP","9"
"D6N44027","1","1,766,050,447","DCP","2"
"R2N0DC93","1","1,766,050,604","DTC","8"
"F8N5E410","1","1,766,050,456","DCP","0"
"R2N82696","1","1,766,050,593","ESB","1"
"R2N7Y813","1","1,766,050,359","DTO","25"
"R2S06895","1","1,766,050,618","ESB","0"
"R2NV7577","1","1,766,050,698","DBF","0"
"R2N00B64","1","1,766,050,738","NAV","24"
"F8N0TRA3","1","1,766,050,527","DTC","15"
"F8N4R176","1","1,766,050,457","DCP","3"
"F8N57W76","1","1,766,050,545","NAV","4"
"F8NJX864","1","1,766,050,576","DTC","0"
"R2S03M15","1","1,766,050,430","HAD","1"
"R2K4A147","1","1,766,050,413","DCP","26"
"D6N04216","1","1,766,050,482","DCP","23"
"D6N51767","1","1,766,050,392","DCP","9"
"F8N1RXE5","1","1,766,050,717","DCP","6"
"F8N0W541","1","1,766,050,596","NAV","1"
"D7N01943","1","1,766,050,602","DTC","2"
"R2NV5909","1","1,766,050,458","DCP","13"
"R2N2J343","1","1,766,050,445","DCP","23"
"F8N0D120","1","1,766,050,472","DCP","13"
"R2N09J54","1","1,766,050,485","DCP","4"
"R2N8R423","1","1,766,050,605","HAD","3"
"R2N5X858","1","1,766,049,210","DCP","3"
"F8N0TSH0","1","1,766,049,337","ESB","1"
"D6N32715","1","1,766,049,412","",""
"R2N5K920","1","1,766,049,369","IDL","2"
"N8S00P67","1","1,766,049,453","DCP","0"
"R2N7Y038","1","1,766,049,354","DTC","0"
"D3N00L85","1","1,766,049,360","ESB","9"
"F8N1UWK7","1","1,766,049,446","HAD","2"
"R2N1T190","1","1,766,049,293","DCP","1"
"D6N58332","1","1,766,049,297","DCP","20"
"D6N32723","1","1,766,049,412","",""
"R2K02I68","1","1,766,049,446","",""
"F8N1TJK9","1","1,766,049,392","DTC","45"
"R2N0BY21","1","1,766,049,255","HAD","2"
"F8N17J78","1","1,766,049,134","HAD","2"
"R2N4T366","1","1,766,046,901","HAD","1"
"R2N4T848","1","1,766,049,369","NAV","2"
"F8N47S19","1","1,766,049,253","DCP","16"
"R2N8X725","1","1,766,049,367","DTC","1"
"D6N32719","1","1,766,049,411","",""
"R2N0FZ81","1","1,766,049,180","DCP","21"
"R2N9P755","1","1,766,049,467","DTC","2"
"F8N0DXJ1","1","1,766,049,213","DCP","11"
"D3N05356","1","1,766,050,337","",""
"F8N1CRM6","1","1,766,050,503","DCP","25"
"F8N1PFA7","1","1,766,050,936","DTC","1"
"N8S00P72","1","1,766,050,775","DTC","1"
"R2N0P461","1","1,766,050,558","DCP","2"
"R2N0Z719","1","1,766,050,516","DCP","10"
"R2S01F33","1","1,766,050,681","NAV","4"
"R2N4X707","1","1,766,050,660","ESB","1"
"F8N1DCW2","1","1,766,050,608","NAV","16"
"R2N0B513","1","1,766,050,558","DCP","7"
"R2N6Z473","1","1,766,050,664","DCP","18"
"F8N1NDB3","1","1,766,050,604","DCP","0"
"F8N0WDF3","1","1,766,050,611","DCP","2"
"R2N02C47","1","1,766,050,849","",""
"R2N44103","1","1,766,050,513","DCP","3"
"F8N63P97","1","1,766,050,654","NAV","5"
"F8N82P22","1","1,766,050,604","DCP","5"
"F8N5E407","1","1,766,050,569","DCP","19"
"D3N00G64","1","1,766,050,761","",""
"F8N0XCP7","1","1,766,050,699","IDL","3"
"F8N53U61","1","1,766,050,561","DTC","6"
"F8N79W40","1","1,766,050,619","ESB","18"
"F8N2AAP1","1","1,766,050,765","DCP","1"
"R2N8Y881","1","1,766,050,611","DTC","1"
"R2N5A196","1","1,766,050,538","COR","255"
"F8N1JTX0","1","1,766,050,616","DCP","1"
"F8N07R64","1","1,766,050,529","DCP","10"
"R2N7Z746","1","1,766,050,503","DCP","1"
"F8N1XXZ1","1","1,766,050,768","NAV","0"
"R2S05658","1","1,766,050,783","DCP","11"
"F8N1UYF6","1","1,766,049,297","DCP","5"
"D6NL5621","1","1,766,049,431","ESB","1"
"F8N0JHD7","1","1,766,049,420","NAV","28"
"N8S00P67","1","1,766,049,559","DCP","4"
"D6N50822","1","1,766,049,338","DCP","28"
"R2N08V39","1","1,766,049,418","DCP","6"
"D6N68436","1","1,766,049,393","ESB","5"
"F8N1WYR2","1","1,766,049,533","",""
"R2NV5965","1","1,766,108,668","DCP","0"
"F8N1JYP3","1","1,766,108,029","DCP","12"
"F8N1BUA0","1","1,766,108,966","NAV","0"
"F8N0CRM3","1","1,766,108,601","HAD","17"
"F8N1NDT9","1","1,766,108,416","DCP","2"
"F8N0SFJ0","1","1,766,109,448","",""
"R2N04I99","1","1,766,107,551","",""
"F8N0AWK5","1","1,766,107,321","DCP","1"
"F8N70Z30","1","1,766,102,584","DCP","11"
"F8N0AWK5","1","1,766,106,545","DCP","7"
"F8N70Z30","1","1,766,102,584","DCP","11"
"F8N70Z30","1","1,766,102,584","DCP","11"
"N8S01C99","1","1,766,109,238","DCP","3"
"N8S01C99","1","1,766,109,238","DCP","3"
"R2K00X41","1","1,766,108,348","DCP","8"
"F8N52W98","1","1,766,108,575","HAD","16"
"R2N6S191","1","1,766,108,354","DCP","2"
"F9K01733","1","1,766,108,349","ESB","1"
"F8N11U53","1","1,766,108,520","ESB","1"
"D6N01F95","1","1,766,108,445","DCP","2"
"D6N43904","1","1,766,108,262","DCP","20"
"R2N82097","1","1,766,108,426","ESB","1"
"F8N1FTH3","1","1,766,108,020","DCP","2"
"F8N1USL9","1","1,766,108,378","HAD","3"
"D6N69432","1","1,766,108,522","ESB","0"
"R2N9Z741","1","1,766,108,450","DTC","2"
"F8N0KYP8","1","1,766,108,371","DCP","0"
"R2N6X900","1","1,766,108,413","DTC","17"
"F8N41Y60","1","1,766,108,405","ESB","1"
"R2N7R085","1","1,766,108,352","DCP","12"
"F8N50T07","1","1,766,108,469","DTC","12"
"F8N0JKG6","1","1,766,108,366","DCP","9"
"D6N69658","1","1,766,108,381","HAD","2"
"R2N5K420","1","1,766,108,468","ESB","1"
"R2N1U926","1","1,766,108,335","DCP","1"
"D3N00M72","1","1,766,108,483","ESB","1"
"R2N6T488","1","1,766,108,300","DCP","0"
"R2N9E777","1","1,766,108,301","DCP","11"
"F8N0ZXZ6","1","1,766,108,285","DCP","11"
"F8N60652","1","1,766,108,332","HAD","1"
"F8N1CYW5","1","1,766,108,291","DCP","0"
"D6N28985","1","1,766,108,361","NAV","1"
"F8N03459","1","1,766,108,498","ESB","1"
"R2N0Z724","1","1,766,108,338","DCP","16"
"F8N0KKT4","1","1,766,108,433","DCP","2"
"F8N1SDG5","1","1,766,108,545","ESB","27"
"R2N01T34","1","1,766,108,400","DCP","27"
"R2N4N514","1","1,766,109,181","DTC","0"
"R2N4N514","1","1,766,109,181","DTC","0"
"F8N18Y75","1","1,766,108,392","DCP","1"
"F8N03459","1","1,766,107,834","ESB","5"
"R2N6X410","1","1,766,108,478","ESB","1"
"F8N0RAZ6","1","1,766,108,436","ESB","1"
"F8N1RDE9","1","1,766,108,525","",""
"R2N03C48","1","1,766,108,405","DCP","11"
"R2NB8476","1","1,766,108,533","NAV","3"
"D6S02629","1","1,766,108,363","DCP","1"
"F8N1MCB0","1","1,766,108,463","NAV","2"
"F8N1NZD3","1","1,766,108,374","DCP","3"
"F8N2ARK3","1","1,766,108,578","ESB","29"
"F8N1WAU6","1","1,766,108,629","DCP","1"
"R2N4K574","1","1,766,108,465","ESB","2"
"D6N58601","1","1,766,108,391","DCP","7"
"F8N1XKP7","1","1,766,108,367","DCP","0"
"F8N0FWL0","1","1,766,108,455","DCP","23"
"D3N03582","1","1,766,108,628","ESB","10"
"D6N09617","1","1,766,108,304","DCP","0"
"R2N3W098","1","1,766,108,618","DTC","0"
"D6N50184","1","1,766,108,564","",""
"R2N20531","1","1,766,108,522","ESB","16"
"R2N3K351","1","1,766,108,289","DCP","2"
"F8N2AHP6","1","1,766,108,421","DCP","9"
"F8N27Z92","1","1,766,108,661","ESB","1"
"D6N52422","1","1,766,108,410","DCP","3"
"R2K00U16","1","1,766,108,446","DCP","4"
"R2N07A26","1","1,766,108,454","DTC","1"
"F8N1LXB6","1","1,766,108,373","DCP","1"
"F8N74G70","1","1,766,108,538","ESB","1"
"D6N67569","1","1,766,108,280","DCP","0"
"F8N0PPF5","1","1,766,108,536","ESB","2"
"R2N8R285","1","1,766,107,961","DTC","1"
"R2N7R459","1","1,766,108,759","NAV","10"
"F8N71R96","1","1,766,108,607","HAD","1"
"R2N7A795","1","1,766,107,940","ESB","1"
"R2N3F904","1","1,766,108,601","ESB","1"
"F8N2AUC5","1","1,766,108,616","NAV","1"
"R2N9K120","1","1,766,108,494","ESB","1"
"R2N1N964","1","1,766,107,966","ESB","2"
"F8N55S44","1","1,766,108,558","NAV","1"
"D6N10203","1","1,766,108,429","ESB","2"
"R2N8N287","1","1,766,108,346","HAD","1"
"R2NV8115","1","1,766,108,580","HAD","3"
"F8N95K07","1","1,766,108,572","NAV","17"
"F8N43X96","1","1,766,108,477","DCP","26"
"R2N7Y038","1","1,766,060,738","DTC","0"
"F8N1EKB4","1","1,766,060,576","DCP","0"
"R2N0M693","1","1,766,060,569","DCP","1"
"F8S30B55","1","1,766,060,822","",""
"R2N4Z740","1","1,766,060,797","DTC","0"
"F8S25B10","1","1,766,060,747","ESB","0"
"D6NK9943","1","1,766,060,664","DCP","20"
"R2N4E711","1","1,766,060,628","COR","255"
"F8N1LCS0","1","1,766,060,638","DCP","5"
"N8S00J96","1","1,766,060,722","NAV","0"
"R2K4A147","1","1,766,060,658","DCP","26"
"D6N60869","1","1,766,060,686","DCP","3"
"F8N0SRE1","1","1,766,060,689","NAV","7"
"R2N5K920","1","1,766,060,811","IDL","2"
"F8N1UJX4","1","1,766,060,875","DCP","7"
"F8N0ZES8","1","1,766,060,676","DCP","20"
"R2N47026","1","1,766,060,637","DCP","5"
"R2N6W439","1","1,766,060,841","NAV","26"
"D6S00I98","1","1,766,060,909","ESB","1"
"D6N62131","1","1,766,060,901","DTC","1"
"F8N56693","1","1,766,060,846","DTC","2"
"R2N1N964","1","1,766,060,822","ESB","2"
"D6N42812","1","1,766,060,662","DCP","6"
"R2N1U926","1","1,766,060,821","DCP","5"
"F8N1CEX1","1","1,766,060,691","DCP","21"
"F8N0HSE7","1","1,766,060,802","DTC","6"
"R2N0R513","1","1,766,060,909","DCP","0"
"F8S40B60","1","1,766,060,925","NAV","1"
"R2N0EQ63","1","1,766,060,791","DCP","4"
"D6NK4083","1","1,766,061,028","DCP","14"
"R2N0KM54","1","1,766,061,079","DCP","0"
"F8N1BCE6","1","1,766,060,908","NAV","0"
"R2N1Z620","1","1,766,060,990","DTC","5"
"D6N60869","1","1,766,061,076","DCP","25"
"D6N62131","1","1,766,061,151","DTC","1"
"R2N9S467","1","1,766,061,074","DCP","4"
"F8N1XML7","1","1,766,061,026","",""
"R2N3T374","1","1,766,061,177","DTC","2"
"F8N1XMP2","1","1,766,061,023","",""
"F8S21A98","1","1,766,060,849","NAV","2"
"F8N45W84","1","1,766,060,659","DCP","17"
"R2N3G111","1","1,766,061,165","DCP","13"
"R2NV5563","1","1,766,060,998","",""
"F8N34U38","1","1,766,061,144","DCP","5"
"D6N57921","1","1,766,060,919","DTC","30"
"R2NS8267","1","1,766,060,932","DBF","7"
"R2N5K920","1","1,766,061,309","IDL","2"
"R2N08U30","1","1,766,060,841","DCP","17"
"F8S61A37","1","1,766,060,790","DCP","0"
"R2N83780","1","1,766,061,270","DTC","18"
"F8N62S12","1","1,766,060,978","DCP","1"
"F8N1BCF5","1","1,766,061,163","NAV","11"
"R2N0M120","1","1,766,060,847","DCP","11"
"F8N0ZGM4","1","1,766,061,117","",""
"R2N3S229","1","1,766,060,998","HAD","5"
"R2N2S068","1","1,766,061,313","DCP","24"
"R2N01A39","1","1,766,060,947","DCP","1"
"F8N28B90","1","1,766,061,169","NAV","24"
"R2NV2958","1","1,766,061,084","DCP","1"
"R2N8Y037","1","1,766,061,132","DCP","15"
"F8N1UHN9","1","1,766,061,517","DTC","8"
"F8N0JXY4","1","1,766,060,974","ESB","14"
"R2N2Y914","1","1,766,061,253","DCP","2"
"R2N1T296","1","1,766,061,484","DCP","11"
"R2NV5820","1","1,766,061,033","ESB","3"
"R2N7Y038","1","1,766,061,137","DTC","0"
"F8N0DXB8","1","1,766,061,705","",""
"F8N77867","1","1,766,061,260","DTO","2"
"R2N2N391","1","1,766,060,954","HAD","1"
"F8N0RYW2","1","1,766,061,685","DTC","3"
"D6NF6024","1","1,766,061,547","DTC","18"
"R2N7U434","1","1,766,061,380","DTC","9"
"R2N3T374","1","1,766,061,465","DTC","2"
"R2N76185","1","1,766,061,300","NAV","10"
"F8N1TJD3","1","1,766,061,819","",""
"R2N2Z960","1","1,766,061,046","ESB","1"
"F8N2AAP4","1","1,766,061,006","HAD","1"
"R2N5K920","1","1,766,061,118","NAV","2"
"F8S38A07","1","1,766,061,879","DCP","9"
"R2N04A80","1","1,766,061,498","DTC","9"
"F8N1WBA2","1","1,766,061,859","DCP","3"
"F8N1SCD0","1","1,766,061,358","DTC","0"
"R2N0D520","1","1,766,061,885","ESB","1"
"R2NV5895","1","1,766,061,440","DCP","0"
"R2N0IL52","1","1,766,061,921","DTC","0"
"F8N7B251","1","1,766,061,458","DCP","28"
"R2N9Y922","1","1,766,061,345","DCP","1"
"R2N01A48","1","1,766,062,062","DCP","1"
"F8N1BCF6","1","1,766,061,496","HAD","1"
"D6N62131","1","1,766,061,551","DTC","1"
"R2S02S45","1","1,766,061,506","",""
"F8N1SMU3","1","1,766,061,525","DCP","8"
"F8N0RYW2","1","1,766,061,524","DTC","3"
"R2N5K920","1","1,766,053,466","IDL","2"
"R2N9P812","1","1,766,053,360","DCP","8"
"R2N8S802","1","1,766,053,514","NAV","4"
"F8N0ZDK2","1","1,766,053,338","DCP","12"
"D6N50822","1","1,766,053,391","DCP","22"
"R2N6P847","1","1,766,053,522","ESB","1"
"F8N1AAL4","1","1,766,053,498","HAD","0"
