"UnitNumber","abff","changetime","opmode","floor"
"F8N1YRZ8","1","1,766,018,468","HAD","5"
"F8N0UTK2","1","1,766,018,084","DCP","1"
"F8N0LBT4","1","1,766,018,486","DTC","1"
"F8K72A80","1","1,766,018,420","NAV","0"
"R2N5U918","1","1,766,018,398","NAV","2"
"R2N5N184","1","1,766,018,363","DCP","1"
"R2N4W206","1","1,766,018,090","DTC","2"
"R2N0CH44","1","1,766,018,329","DCP","4"
"F8N1ZTY4","1","1,766,018,272","HAD","0"
"D6N44220","1","1,766,018,489","ESB","1"
"R2N2Y912","1","1,766,018,330","DCP","10"
"D6N55827","1","1,766,018,247","DCP","28"
"R2N5N280","1","1,766,018,599","",""
"F8N0CKZ8","1","1,766,018,321","DCP","19"
"R2N7M945","1","1,766,017,806","HAD","1"
"R2N5Y631","1","1,766,018,342","HAD","1"
"D6N32065","1","1,766,018,476","DBF","17"
"R2N03Z16","1","1,766,018,398","HAD","17"
"R2NM9697","1","1,766,018,535","ESB","3"
"R2N0JU55","1","1,766,018,393","NAV","3"
"D6N68387","1","1,766,018,275","DTC","1"
"D3N00G69","1","1,766,014,391","",""
"R2NG3269","1","1,766,018,504","NAV","5"
"D6S00G66","1","1,766,018,404","HAD","40"
"F8N0TPW6","1","1,766,018,159","DCP","2"
"R2N6M383","1","1,766,018,478","DCP","0"
"R2NO3333","1","1,766,018,511","NAV","1"
"R2N0Z250","1","1,766,018,588","",""
"R2N2Z581","1","1,766,018,169","HAD","0"
"R2N5K920","1","1,766,018,525","NAV","2"
"F8N0GLK1","1","1,766,018,662","DCP","5"
"R2N1K404","1","1,766,018,116","HAD","27"
"F8S47A96","1","1,766,018,462","DTC","4"
"R2N03P57","1","1,766,018,223","DTO","0"
"R2N03Z14","1","1,766,018,348","HAD","8"
"R2N8S079","1","1,766,018,342","DCP","18"
"R2N7A061","1","1,766,018,424","ESB","5"
"R2N7Z726","1","1,766,018,303","DCP","1"
"R2N6Z788","1","1,766,018,380","DCP","1"
"F8N00K61","1","1,766,018,498","ESB","1"
"D7K1Z112","1","1,766,018,549","ESB","2"
"R2N3D284","1","1,766,017,184","DCP","17"
"R2NV5796","1","1,766,017,144","",""
"F8N1EAB7","1","1,766,017,326","DCP","2"
"R2K00C09","1","1,766,017,455","DCP","4"
"R2NV5813","1","1,766,017,604","DTC","5"
"F9K02283","1","1,766,017,371","DTC","3"
"F8S12B67","1","1,766,017,126","ESB","6"
"R2N07W25","1","1,766,017,542","DCP","4"
"D6N59682","1","1,766,017,293","DCP","15"
"F8N2ARK4","1","1,766,017,481","",""
"D6N69095","1","1,766,016,741","DCP","2"
"F8N1SMW2","1","1,766,017,723","DCP","8"
"F8K40A71","1","1,766,017,403","DCP","12"
"R2N3E024","1","1,766,017,653","NAV","16"
"R2K4A650","1","1,766,017,129","DBF","1"
"R2N8S085","1","1,766,017,352","DCP","22"
"F8N3S934","1","1,766,007,892","NAV","1"
"N8S00L62","1","1,766,007,360","NAV","16"
"R2N0JU55","1","1,766,007,997","NAV","3"
"R2N81581","1","1,766,008,507","DCP","5"
"R2N4R821","1","1,766,010,331","DCP","5"
"F8N1JYP3","1","1,766,021,066","DCP","20"
"F8N0YYU4","1","1,766,021,868","NAV","31"
"F8N1NDA8","1","1,766,021,668","DCP","16"
"F8N99H35","1","1,766,021,822","ESB","1"
"F8N9P142","1","1,766,021,933","NAV","3"
"R2N0FI04","1","1,766,020,977","DCP","4"
"D6N50415","1","1,766,021,811","ESB","1"
"F8S06A39","1","1,766,021,570","DTO","7"
"F8N0ZES9","1","1,766,021,274","DCP","5"
"D6N55827","1","1,766,021,562","DCP","28"
"F8N1BJH0","1","1,766,021,583","DCP","6"
"R2N04N68","1","1,766,021,030","DCP","6"
"F8N02Z24","1","1,766,021,159","NAV","1"
"F8N0ECN8","1","1,766,021,112","ESB","2"
"R2N3F133","1","1,766,021,631","DCP","0"
"F8N42A11","1","1,766,020,827","ESB","2"
"F8N39221","1","1,766,021,905","ESB","1"
"R2N0T584","1","1,766,021,820","ESB","1"
"R2N0D615","1","1,766,021,084","ESB","1"
"F8N0JAP8","1","1,766,020,151","DCP","1"
"F8N0AAE5","1","1,766,021,550","NAV","4"
"R2N1N964","1","1,766,021,167","ESB","2"
"D6NM9555","1","1,766,021,964","",""
"F8N1MDE5","1","1,766,021,110","DTC","4"
"F8NVEM71","1","1,766,021,822","ESB","1"
"F8N1BUP2","1","1,766,021,486","DCP","1"
"D6N47638","1","1,766,021,787","HAD","1"
"D6K00B78","1","1,766,021,929","HAD","1"
"D6N45206","1","1,766,021,748","HAD","1"
"D6N26473","1","1,766,021,807","HAD","8"
"D6N58807","1","1,766,021,073","ESB","18"
"R2N2E680","1","1,766,021,797","HAD","17"
"F8N0LXD0","1","1,766,021,726","DCP","16"
"R2N8S078","1","1,766,021,777","DCP","15"
"F8N65Y31","1","1,766,021,915","NAV","1"
"R2N6M242","1","1,766,021,956","DTC","9"
"F8N0UBE4","1","1,766,021,769","",""
"F8N1NJR2","1","1,766,021,959","ESB","2"
"R2N5S051","1","1,766,021,871","ESB","1"
"R2N6N784","1","1,766,021,162","HAD","0"
"R2N77998","1","1,766,021,179","ESB","1"
"R2N05Y38","1","1,766,021,279","",""
"D6S00C46","1","1,766,021,196","ESB","1"
"R2N1Z104","1","1,766,013,323","DTC","5"
"R2N1Y960","1","1,766,013,050","",""
"D6N11097","1","1,766,012,951","DCP","1"
"F8N2AZR0","1","1,766,013,009","",""
"F8N36Y31","1","1,766,013,399","",""
"R2N1W909","1","1,766,012,850","DCP","1"
"F8N2AZP9","1","1,766,013,010","",""
"F8N1XBA8","1","1,766,013,230","",""
"F8N0XCD6","1","1,766,010,937","DCP","0"
"D6N00U47","1","1,766,012,772","DCP","0"
"R2S02S45","1","1,766,013,272","DCP","1"
"F8N9H497","1","1,766,012,773","DCP","0"
"R2NV6202","1","1,766,013,313","NAV","1"
"R2NV6202","1","1,766,012,802","NAV","1"
"F8N1NAN8","1","1,766,013,248","DCP","25"
"R2N1U147","1","1,766,013,371","DTC","3"
"R2N5K920","1","1,766,013,290","NAV","2"
"R2NR8295","1","1,766,012,963","DCP","24"
"F8N1EPR8","1","1,766,012,222","DCP","14"
"R2N7G338","1","1,766,012,717","NAV","0"
"R2N0JU55","1","1,766,012,924","NAV","3"
"R2N5K920","1","1,766,013,087","NAV","2"
"R2N4E687","1","1,766,012,831","DCP","1"
"F8N59Y41","1","1,766,021,074","NAV","2"
"F8N0PGM5","1","1,766,021,345","ESB","0"
"F8N0ZXW8","1","1,766,021,327","ESB","17"
"R2N2G514","1","1,766,021,380","ESB","15"
"R2N04P70","1","1,766,021,416","DTC","3"
"R2N2F697","1","1,766,021,367","ESB","1"
"F8N44X37","1","1,766,021,437","ESB","1"
"F8NW9539","1","1,766,021,502","DCP","2"
"R2N3M133","1","1,766,021,312","DCP","20"
"N8S00K61","1","1,766,021,318","HAD","1"
"R2N6A267","1","1,766,021,421","ESB","2"
"R2NT0414","1","1,766,021,356","HAD","1"
"R2NM5812","1","1,766,021,604","ESB","11"
"F8N27Z84","1","1,766,021,647","NAV","1"
"R2N9W761","1","1,766,021,412","DCP","14"
"D6N45123","1","1,766,021,512","HAD","10"
"F8N0GUH6","1","1,766,021,610","NAV","18"
"F8N0RRB8","1","1,766,021,563","DCP","13"
"R2NE2614","1","1,766,021,725","ESB","1"
"R2NV3499","1","1,766,021,706","ESB","2"
"F8S18B49","1","1,766,021,702","ESB","0"
"R2N3Z183","1","1,766,021,624","COR","255"
"R2N82092","1","1,766,021,620","NAV","1"
"R2N09C62","1","1,766,021,561","DCP","13"
"F8N0UBE5","1","1,766,021,769","",""
"F8N0X344","1","1,766,021,634","HAD","1"
"R2K01W67","1","1,766,021,699","DCP","1"
"R2N8S079","1","1,766,016,957","DCP","18"
"R2N9W736","1","1,766,017,061","DCP","0"
"R2N34666","1","1,766,017,250","DCP","18"
"F8K29B49","1","1,766,017,434","DCP","4"
"F8N13E55","1","1,766,017,422","HAD","17"
"F8N1KAR9","1","1,766,017,486","DCP","6"
"F8S28A78","1","1,766,017,477","DCP","3"
"R2N5R095","1","1,766,017,312","NAV","2"
"F8N0G561","1","1,766,017,565","DCP","6"
"F8N0SAT9","1","1,766,017,468","DCP","1"
"F8N47S21","1","1,766,017,173","DTC","31"
"F8N1XXZ5","1","1,766,017,698","DCP","3"
"R2N5K920","1","1,766,017,582","NAV","2"
"R2NV6202","1","1,766,017,524","NAV","1"
"R2NV6202","1","1,766,017,669","NAV","1"
"R2B0A451","1","1,766,017,352","DCP","27"
"R2N1W407","1","1,766,017,528","DCP","2"
"D6K00D85","1","1,766,017,394","DCP","1"
"R2N2E335","1","1,766,017,378","ESB","1"
"R2NV8350","1","1,766,017,530","HAD","3"
"R2N0CX25","1","1,766,017,449","DCP","20"
"F8N81G76","1","1,766,017,595","DCP","1"
"R2N7Y934","1","1,766,017,399","ESB","0"
"F8N1XGC6","1","1,766,017,568","ESB","1"
"R2N2Z050","1","1,766,017,171","DTC","0"
"79NQ7289","1","1,766,017,635","NAV","2"
"R2N3H952","1","1,766,017,580","DTO","6"
"F8N1JKT6","1","1,766,017,553","DCP","2"
"R2NF1957","1","1,766,017,336","DCP","5"
"R2N4U828","1","1,766,017,470","DCP","6"
"R2N5P684","1","1,766,017,779","DTC","6"
"F8N0GDR4","1","1,766,017,212","DCP","11"
"F8N1XGC7","1","1,766,017,568","ESB","0"
"F8N1XGC8","1","1,766,017,568","ESB","0"
"R2N05F13","1","1,766,017,558","DCP","12"
"R2N05V78","1","1,766,017,221","HAD","0"
"F8N0XXY6","1","1,766,017,093","NAV","18"
"D6NF2696","1","1,766,017,713","DCP","24"
"R2N06P31","1","1,766,017,639","DTC","1"
"R2N9R731","1","1,766,034,250","DCP","8"
"F8N1CEX4","1","1,766,023,685","DCP","22"
"D6N17250","1","1,766,023,777","NAV","21"
"F8N42M91","1","1,766,023,789","DCP","2"
"D6N50773","1","1,766,023,698","DCP","4"
"F8N97499","1","1,766,023,674","DCP","13"
"R2N01U73","1","1,766,023,798","NAV","0"
"F8N1NLC7","1","1,766,023,680","DCP","0"
"R2N2Z752","1","1,766,023,827","NAV","0"
"D6NJ9990","1","1,766,023,764","ESB","1"
"D6N33664","1","1,766,023,609","DCP","1"
"F8N1KUZ7","1","1,766,023,699","NAV","10"
"R2N6D221","1","1,766,023,694","NAV","18"
"F8N97497","1","1,766,023,668","DCP","9"
"R2N5G810","1","1,766,023,804","NAV","1"
"F8N0RJS8","1","1,766,023,590","DCP","18"
"R2NV8118","1","1,766,023,852","",""
"F8N1USM7","1","1,766,023,528","DCP","20"
"R2N0FZ50","1","1,766,023,784","ESB","1"
"R2N0FL68","1","1,766,023,711","DCP","2"
"R2N4T175","1","1,766,023,202","NAV","32"
"R2N6N116","1","1,766,023,745","DCP","3"
"D6N22419","1","1,766,023,672","NAV","1"
"R2K00C09","1","1,766,023,699","DCP","0"
"R2N90129","1","1,766,023,773","ESB","1"
"D6S02660","1","1,766,023,842","",""
"D7N00347","1","1,766,023,807","ESB","1"
"R2N0CR33","1","1,766,023,679","DCP","5"
"R2N5T520","1","1,766,023,675","DCP","19"
"F8N1NPZ3","1","1,766,023,544","NAV","7"
"R2N4U881","1","1,766,023,768","ESB","3"
"R2N5C025","1","1,766,023,821","DTC","4"
"R2S08630","1","1,766,023,774","DCP","21"
"F8N0NLT2","1","1,766,023,809","ESB","6"
"R2N0AI41","1","1,766,023,695","",""
"R2N7N564","1","1,766,023,655","DCP","0"
"D6NL5811","1","1,766,023,771","ESB","1"
"F8N0EWT2","1","1,766,023,643","DCP","0"
"F8N0XMZ3","1","1,766,023,627","DCP","1"
"R2NL1876","1","1,766,023,838","ESB","2"
"F8N0TJN4","1","1,766,023,757","DCP","6"
"F8N6W093","1","1,766,023,712","DCP","20"
"F8N1LJM1","1","1,766,023,870","",""
"F8N1LFA3","1","1,766,023,669","HAD","2"
"F8N2ASH8","1","1,766,023,885","DCP","1"
"F8N0WXC5","1","1,766,023,712","NAV","27"
"F8N2AAP6","1","1,766,025,052","DCP","2"
"R2N0Z807","1","1,766,025,033","ESB","0"
"F8N0ZRZ9","1","1,766,024,929","NAV","25"
"R2N2Z054","1","1,766,024,891","DCP","7"
"F8N52W73","1","1,766,024,906","HAD","1"
"F8N05X57","1","1,766,025,007","ESB","1"
"F8N1ZYC4","1","1,766,024,952","NAV","26"
"N8N00I78","1","1,766,021,775","DCP","5"
"F8S35B26","1","1,766,021,746","NAV","8"
"R2N0HJ86","1","1,766,021,810","ESB","2"
"F8N22P33","1","1,766,021,888","NAV","3"
"D6N46067","1","1,766,021,867","ESB","5"
"R2N0JU55","1","1,766,010,524","NAV","3"
"R2N5M611","1","1,766,008,602","DCP","14"
"R2K01M52","1","1,766,007,154","COR","255"
"R2N4X817","1","1,766,008,047","ESB","1"
"R2N1T821","1","1,766,010,265","DCP","0"
"F8N1JYP3","1","1,766,008,963","DCP","12"
"R2K01M67","1","1,766,009,188","NAV","10"
"R2N0FR41","1","1,766,008,975","DCP","3"
"R2NG1780","1","1,766,008,901","DTC","0"
"R2N5K920","1","1,766,008,082","NAV","2"
"R2N0N919","1","1,766,010,421","DCP","0"
"F8N1FEW2","1","1,766,008,527","DTC","6"
"R2S06545","1","1,766,008,521","DCP","27"
"R2N2N434","1","1,766,008,645","",""
"R2NN1028","1","1,766,010,610","DCP","33"
"R2N01X11","1","1,766,008,748","NAV","4"
"D6NJ7083","1","1,766,008,578","DTC","2"
"F8N0SLU1","1","1,766,008,344","DTC","39"
"R2N81581","1","1,766,008,865","DCP","4"
"R2N7Y602","1","1,766,010,696","",""
"R2N5A822","1","1,766,009,281","ESB","7"
"R2N9C737","1","1,766,009,001","DTC","0"
"F8S57B20","1","1,766,008,495","DCP","30"
"R2N0JU55","1","1,766,008,700","NAV","3"
"R2N5M653","1","1,766,009,502","DCP","1"
"R2N0F983","1","1,766,008,372","NAV","4"
"R2K5A711","1","1,766,008,332","DCP","0"
"F8N0RKN7","1","1,766,009,469","DCP","22"
"R2N0F211","1","1,766,009,029","NAV","6"
"D6S01815","1","1,766,008,533","NAV","6"
"R2NV6202","1","1,766,008,479","NAV","1"
"R2S00G35","1","1,766,010,623","DCP","5"
"R2N0JU55","1","1,766,009,115","NAV","3"
"R2N7D269","1","1,766,008,146","NAV","1"
"F8K14B33","1","1,766,013,493","DCP","8"
"F8NJ1218","1","1,766,012,638","DCP","2"
"F8N56N79","1","1,766,012,804","DCP","1"
"R2N06U44","1","1,766,013,207","",""
"F8N1EPR3","1","1,766,013,513","",""
"R2K00N33","1","1,766,013,047","DTC","0"
"R2N7Y038","1","1,766,013,532","DTC","0"
"R2N1H104","1","1,766,013,489","NAV","1"
"R2N6H208","1","1,766,012,537","DCP","2"
"R2NV2470","1","1,766,012,932","NAV","2"
"R2N5K920","1","1,766,012,607","NAV","2"
"R2N7Y038","1","1,766,012,857","DTC","0"
"R2N4R200","1","1,766,012,665","DCP","1"
"R2N1T537","1","1,766,012,694","DCP","5"
"R2N0JU55","1","1,766,013,599","NAV","3"
"R2N1W410","1","1,766,012,940","DCP","5"
"R2N0FU74","1","1,766,012,860","DCP","9"
"F8N0TFX0","1","1,766,013,332","DTC","2"
"F8N1ZYJ5","1","1,766,012,720","DCP","3"
"R2K00C09","1","1,766,012,630","DCP","0"
"R2N1F755","1","1,766,013,510","DCP","2"
"R2N6H206","1","1,766,012,613","DCP","12"
"F8N1XNP2","1","1,766,012,883","DCP","1"
"F9K01904","1","1,766,012,888","DTC","0"
"R2N4K245","1","1,766,013,057","DCP","5"
"R2N06U45","1","1,766,013,207","",""
"R2N7U528","1","1,766,013,081","DCP","11"
"F8N1H898","1","1,766,012,977","DCP","1"
"R2NV6202","1","1,766,013,026","NAV","1"
"R2N0N249","1","1,766,013,121","DTC","2"
"F8N69W52","1","1,766,009,486","DTO","2"
"R2NQ4884","1","1,766,007,618","DCP","16"
"F8N1UZG1","1","1,766,008,422","DCP","2"
"R2NG7692","1","1,766,008,746","DCP","0"
"R2NV6202","1","1,766,009,584","NAV","1"
"F8N0YNR4","1","1,766,008,881","NAV","18"
"F8S69A71","1","1,766,008,127","DCP","3"
"F8N72418","1","1,766,009,439","DCP","1"
"R2N6P696","1","1,766,009,432","DCP","4"
"R2N7D269","1","1,766,009,180","NAV","1"
"F8N1CTB0","1","1,766,010,789","DCP","1"
"F8NKM339","1","1,766,008,541","DTC","5"
"R2NV6202","1","1,766,009,182","NAV","1"
"F8NJY137","1","1,766,009,109","DCP","0"
"F8N0RKN2","1","1,766,009,156","DCP","9"
"F8S83A75","1","1,766,009,008","DCP","21"
"F8N49Z83","1","1,766,009,545","DCP","1"
"R2N5K920","1","1,766,011,160","NAV","2"
"D7N02133","1","1,766,009,210","DBF","3"
"D6NJ9608","1","1,766,009,194","DTC","7"
"F8N36Y31","1","1,766,011,320","",""
"D6NH5957","1","1,766,008,421","DCP","1"
"R2N5U377","1","1,766,025,029","NAV","23"
"F8N09U26","1","1,766,024,998","ESB","9"
"F8N04T31","1","1,766,025,011","ESB","1"
"F8N73T46","1","1,766,025,074","NAV","1"
"R2N9Y907","1","1,766,024,954","DCP","1"
"D6S02971","1","1,766,025,032","NAV","6"
"R2N8P957","1","1,766,025,144","",""
"R2N3Z704","1","1,766,024,937","DCP","6"
"F8N0NLT5","1","1,766,025,042","ESB","6"
"F8N39C49","1","1,766,024,983","DCP","0"
"R2N0Z697","1","1,766,025,086","",""
"F8N31A18","1","1,766,025,054","ESB","1"
"R2N7A066","1","1,766,025,018","ESB","9"
"F8S71A28","1","1,766,024,983","ESB","2"
"F8N0UPH1","1","1,766,025,090","NAV","1"
"R2N4M665","1","1,766,024,948","DCP","0"
"D3N00B29","1","1,766,024,930","DCP","3"
"F8N99U08","1","1,766,025,090","NAV","29"
"D6N55828","1","1,766,024,859","DCP","2"
"D6N42521","1","1,766,025,076","NAV","1"
"R2S10137","1","1,766,024,907","DCP","16"
"R2K01L47","1","1,766,025,161","DCP","0"
"F8N56N61","1","1,766,024,984","ESB","1"
"R2N00B63","1","1,766,025,216","",""
"F8N1DHH1","1","1,766,024,882","DCP","0"
"R2N0A328","1","1,766,025,147","",""
"F8S51A27","1","1,766,024,586","DCP","11"
"D6N59202","1","1,766,024,980","ESB","2"
"F8N81T57","1","1,766,025,540","ESB","1"
"F8N6S077","1","1,766,025,442","DCP","0"
"F8N1SZP9","1","1,766,025,478","",""
"R2NS6725","1","1,766,025,518","ESB","1"
"R2N7M729","1","1,766,025,423","DCP","17"
"F8N1PMX7","1","1,766,025,541","NAV","0"
"F8N0ZXX8","1","1,766,025,499","ESB","1"
"R2N9F090","1","1,766,025,539","DCP","15"
"F8N18Y90","1","1,766,025,464","DCP","32"
"F8N0LZZ9","1","1,766,025,663","ESB","18"
"R2N9F633","1","1,766,025,421","DCP","17"
"R2NV4887","1","1,766,025,563","ESB","1"
"F8N0JPU0","1","1,766,025,484","DCP","3"
"F8N22S74","1","1,766,020,779","NAV","1"
"R2N9S331","1","1,766,025,462","DCP","1"
"F8N0KYE1","1","1,766,025,622","HAD","0"
"F8N80840","1","1,766,025,584","ESB","1"
"F8N1PMY9","1","1,766,025,541","NAV","3"
"F8N47U44","1","1,766,025,707","DCP","2"
"F8S96A65","1","1,766,025,046","DCP","1"
"F8N25Y72","1","1,766,025,595","DTC","13"
"F8N0ZXW4","1","1,766,025,541","ESB","17"
"F8N1FTG4","1","1,766,025,594","NAV","0"
"R2N9F967","1","1,766,025,580","ESB","1"
"R2N4H850","1","1,766,025,551","DCP","10"
"R2N3Z704","1","1,766,025,566","DCP","5"
"F8N40R81","1","1,766,025,539","ESB","1"
"R2N5K920","1","1,766,025,622","NAV","2"
"F8N04Y18","1","1,766,025,507","HAD","1"
"F8N8E377","1","1,766,025,700","ESB","2"
"R2N3X460","1","1,766,012,834","",""
"R2N2E685","1","1,766,025,553","ESB","9"
"F8N1FDL1","1","1,766,025,509","DCP","14"
"F8N41Z33","1","1,766,025,562","ESB","1"
"F8N0HGF8","1","1,766,025,440","DCP","0"
"F8N1DHH1","1","1,766,025,433","DCP","20"
"F8N82495","1","1,766,025,098","ESB","1"
"R2N0GH89","1","1,766,024,960","DCP","7"
"F8N63J34","1","1,766,025,062","NAV","30"
"R2N2S475","1","1,766,025,003","HAD","1"
"F8N34W23","1","1,766,025,057","NAV","10"
"R2N0A394","1","1,766,025,147","",""
"F8N0JUH8","1","1,766,024,748","NAV","11"
"R2N5P684","1","1,766,025,217","DTC","4"
"R2K00M36","1","1,766,025,047","ESB","2"
"R2N8A009","1","1,766,024,895","",""
"R2NH1113","1","1,766,025,051","ESB","1"
"D6N36466","1","1,766,025,218","ESB","18"
"R2N83481","1","1,766,024,974","HAD","1"
"R2N4W784","1","1,766,025,088","ESB","1"
"R2N6G893","1","1,766,025,056","ESB","1"
"F8N0JLS8","1","1,766,025,154","DTC","1"
"R2N4R054","1","1,766,024,196","DCP","0"
"F8N1LGR7","1","1,766,024,984","DCP","7"
"R2N0A395","1","1,766,025,147","",""
"R2N6A758","1","1,766,024,918","DCP","0"
"R2N0FI10","1","1,766,024,951","DCP","14"
"F8N3K620","1","1,766,025,137","ESB","1"
"R2N2Z855","1","1,766,024,981","DCP","1"
"R2N8W554","1","1,766,025,172","ESB","1"
"F8N1LPW3","1","1,766,025,088","ESB","1"
"R2N7Z513","1","1,766,025,037","DCP","1"
"F8N1THJ0","1","1,766,025,182","ESB","1"
"F8N97C62","1","1,766,025,186","DCP","28"
"R2N0FX12","1","1,766,025,129","DTC","1"
"F8N0CMJ4","1","1,766,024,455","HAD","2"
"F8N1PAA7","1","1,766,024,959","COR","14"
"R2N08D59","1","1,766,025,234","ESB","1"
"R2N6Y634","1","1,766,024,498","ESB","18"
"D6NG3379","1","1,766,007,877","NAV","1"
"R2N8Y201","1","1,766,009,811","DTC","1"
"D6N05393","1","1,766,009,239","NAV","0"
"F8N0RKN2","1","1,766,009,315","DCP","8"
"R2NV6202","1","1,766,008,671","NAV","1"
"R2N0FL84","1","1,766,013,151","DTC","1"
"R2N4F959","1","1,766,013,613","ESB","12"
"R2N04T71","1","1,766,013,374","DCP","0"
"F8N1ZTN7","1","1,766,013,660","",""
"R2N6R676","1","1,766,012,819","DCP","1"
"F8N1SCD9","1","1,766,012,943","DCP","1"
"R2N0LS83","1","1,766,012,820","DCP","4"
"F8N1BCJ6","1","1,766,012,686","NAV","1"
"R2N05F13","1","1,766,012,978","DCP","5"
"F8N7N289","1","1,766,012,892","NAV","4"
"F8N42M99","1","1,766,013,130","DCP","12"
"R2K00C09","1","1,766,013,070","DCP","3"
"N8S00R39","1","1,766,013,543","DCP","3"
"F8N1FBP8","1","1,766,012,436","DCP","2"
"F8N1YTM3","1","1,766,013,176","DTC","12"
"R2N1E862","1","1,766,013,043","DCP","1"
"R2N5K920","1","1,766,013,504","NAV","2"
"D3N04988","1","1,766,012,802","",""
"R2N0IK21","1","1,766,013,209","ESB","1"
"R2N04N76","1","1,766,013,034","DCP","6"
"R2N5U761","1","1,766,012,712","DCP","8"
"F8N00E12","1","1,766,013,061","DTC","6"
"R2NV4936","1","1,766,013,309","DCP","0"
"F8NJX864","1","1,766,013,453","DTC","0"
"D6NF6024","1","1,766,013,461","DTC","4"
"R2N9S491","1","1,766,013,485","DCP","1"
"F8N97T83","1","1,766,013,491","DCP","1"
"D6NJ9608","1","1,766,009,838","DTC","6"
"D6NH5957","1","1,766,009,184","DCP","0"
"D7N00A46","1","1,766,011,063","DTC","2"
"R2N7U105","1","1,766,009,241","HAD","6"
"F8N57K90","1","1,766,008,836","NAV","4"
"F8N03G13","1","1,766,009,226","DCP","22"
"F8N4B333","1","1,766,011,267","DCP","2"
"D6N00R37","1","1,766,011,126","NAV","1"
"R2N5Y317","1","1,766,009,288","DTC","1"
"R2N4X817","1","1,766,008,897","ESB","1"
"F8N1PEB4","1","1,766,009,308","NAV","0"
"D6NK5751","1","1,766,009,241","DCP","7"
"R2NV6202","1","1,766,009,776","NAV","1"
"F8NV1KTH","1","1,766,009,851","DCP","4"
"R2N09C66","1","1,766,011,333","DTC","11"
"R2NV6202","1","1,766,009,039","NAV","1"
"R2N6H203","1","1,766,008,833","DCP","46"
"R2N5A822","1","1,766,008,966","ESB","7"
"F8S96A63","1","1,766,008,993","DCP","25"
"F8N69X46","1","1,766,008,949","DCP","1"
"R2N3N534","1","1,766,009,685","DCP","15"
"R2N7D269","1","1,766,009,394","NAV","1"
"F8N0SLU1","1","1,766,009,617","DTC","21"
"R2NV6202","1","1,766,009,472","NAV","1"
"R2N0JX70","1","1,766,011,042","DCP","1"
"R2N7P439","1","1,766,008,073","DTC","1"
"R2S00G35","1","1,766,009,931","DCP","8"
"R2N5K920","1","1,766,009,537","NAV","2"
"F8N4J542","1","1,766,008,947","DCP","0"
"R2N1U147","1","1,766,011,635","DTC","1"
"F8N0RKN2","1","1,766,009,476","DCP","7"
"R2N1N964","1","1,766,009,613","ESB","2"
"R2N7M003","1","1,766,009,111","NAV","1"
"R2N3D280","1","1,766,021,679","DCP","3"
"F8N1PGE0","1","1,766,021,796","NAV","1"
"R2N0S974","1","1,766,021,928","DTC","0"
"R2N7S920","1","1,766,021,850","ESB","1"
"R2N6M578","1","1,766,021,740","HAD","0"
"F8N0MBE8","1","1,766,021,929","ESB","1"
"D3K00B59","1","1,766,021,845","NAV","4"
"R2N0LO12","1","1,766,021,767","DCP","8"
"F8N7S778","1","1,766,021,853","ESB","1"
"F8N0G994","1","1,766,021,851","DCP","4"
"R2N0J732","1","1,766,021,925","ESB","1"
"F8N15Z58","1","1,766,013,032","DCP","16"
"R2N0N630","1","1,766,013,086","DCP","0"
"F8K38B37","1","1,766,013,384","",""
"N8S01D11","1","1,766,013,260","HAD","1"
"D6NM9804","1","1,766,013,468","DTC","1"
"R2N34751","1","1,766,013,309","DCP","1"
"R2N7M744","1","1,766,013,463","DCP","1"
"R2N8R903","1","1,766,013,523","DTC","17"
"R2N0HK03","1","1,766,013,053","DCP","4"
"F8N1GWX6","1","1,766,013,043","DTC","4"
"R2N0FU51","1","1,766,013,381","DTC","4"
"F8S36A73","1","1,766,013,260","DCP","0"
"F8N1SLR7","1","1,766,013,336","NAV","1"
"D6K0A725","1","1,766,013,440","DLM","3"
"F8N70Z50","1","1,766,013,361","DCP","9"
"R2NF1955","1","1,766,013,420","DCP","27"
"F8K38B36","1","1,766,013,528","",""
"F8N79S58","1","1,766,013,463","",""
"R2N4Z622","1","1,766,025,062","DTC","3"
"R2N3Z544","1","1,766,024,473","NAV","4"
"F8N1D233","1","1,766,025,136","ESB","1"
"R2S07992","1","1,766,025,146","DCP","0"
"R2N5K920","1","1,766,025,062","NAV","2"
"R2N8N975","1","1,766,024,973","HAD","0"
"R2N3S537","1","1,766,024,515","NAV","32"
"R2K4A633","1","1,766,025,227","DBF","0"
"D6NL7749","1","1,766,025,490","DCP","13"
"F8S57B98","1","1,766,025,531","NAV","1"
"R2N6G836","1","1,766,025,554","DCP","1"
"F8N45Z37","1","1,766,025,683","ESB","1"
"F8N0ELB1","1","1,766,025,410","DCP","10"
"R2N4N809","1","1,766,025,517","DCP","0"
"F8S96A58","1","1,766,025,405","DCP","2"
"R2N04N66","1","1,766,025,736","",""
"F8S50B76","1","1,766,025,609","ESB","1"
"F8N7U649","1","1,766,025,673","DCP","17"
"F8N1XFT7","1","1,766,025,512","HAD","1"
"D6N43632","1","1,766,025,637","ESB","1"
"F8N1FSF6","1","1,766,025,400","DCP","5"
"R2N09C61","1","1,766,025,445","DCP","1"
"D6N57421","1","1,766,025,527","DCP","1"
"D6NL6368","1","1,766,025,643","ESB","1"
"F8N0RNB6","1","1,766,025,572","HAD","2"
